,CoSIR_Ideal,CoSIR_approx,Dynamic_Intervention_0.8,Dynamic_Intervention_0.5,Constant beta,Real
108,117538.61874061935,186178.3153840207,1366441.8975515848,77549.78863152678,1120.7002774223392,517714.0
109,120817.43918058908,184489.87409103752,1576444.0626354527,97613.74912036525,982.5585467889392,522162.0
110,128691.70927610123,201103.56415129674,1815337.3940819795,122850.87167327206,861.4444851697339,525733.0
111,136087.3335621068,219183.6746306475,2085981.7519201788,154584.54637772433,755.2592690366956,531239.0
112,137726.1451305207,217143.57471015683,2391152.331909543,194470.6337777756,662.1627642788384,537031.0
113,133510.6921722123,215108.50458855994,2733395.3816093095,244577.4486514166,580.5416440494195,543806.0
114,126711.81639398908,213078.81421271345,3114844.710397484,307482.9128268269,508.9814353526486,549734.0
115,120645.73638161519,191884.3355435228,3536998.3353351913,386391.3236059785,446.24201037608185,556216.0
116,117907.13757618198,190056.54498876067,4000458.9956560493,485271.73093122826,391.2360981689318,560164.0
117,120290.46075297629,188235.4858543602,4504648.438090135,609018.7919562933,343.0104445298553,563705.0
118,127437.59678345062,186421.40370692167,5047513.151554521,763634.756081029,300.72929380051886,568621.0
119,134993.29646842775,203034.08913279662,5625247.933089219,956427.3233611737,263.6599064533872,573888.0
120,137527.78358464158,201048.2088980396,6232071.965590494,1196211.6946326771,231.15986160689485,579914.0
121,134140.13946271967,199069.8218671541,5686725.664029342,1078131.552721771,202.6659245067539,585738.0
122,127718.90800585056,197099.21016387685,5185100.08258415,971628.3611432923,177.6842861122115,591712.0
123,121571.79398779418,195136.6476046376,4724421.918664149,875582.0210845404,155.7820056887743,595841.0
124,118337.27216808868,193182.3997535174,4301951.744646372,788977.9660730978,136.57950814491025,599560.0
125,119899.94614956308,191236.72398164976,3915017.359726261,710897.7640602317,119.74400611971087,606036.0
126,126307.81319638164,189299.86953086403,3561038.5854165945,640510.4495384953,104.98373284742702,610957.0
127,133891.27698320826,206015.57954347375,3237544.9911348615,577064.5510107796,92.04288587020343,616894.0
128,137220.79802774792,224176.41525335723,2942187.84591931,519880.7756111971,80.69719398530574,623090.0
129,134658.5967260989,221851.482154863,2672747.4118060535,468345.3107738841,70.75003061071557,629409.0
130,128656.16766403992,219536.18783194767,2427136.528188094,421903.70216933487,62.02900622009464,634023.0
131,122482.22428325354,217230.88970592836,2203401.286768136,380055.26737147936,54.38298079865156,637509.0
132,118819.4334717207,214935.93382074454,1999719.4641964198,342348.00563752576,47.67944454909963,642860.0
133,119629.98766845545,212651.65493051475,1814397.2638327477,308373.9655827768,41.80222145770116,647321.0
134,125297.63753198946,210378.37659354138,1645864.8183381322,277765.0342623858,36.64945592482911,652364.0
135,132794.423094271,228757.74959521662,1492670.8196768293,250189.1131128582,32.13184756945293,658299.0
136,136816.6058745119,248704.83616707663,1353476.5711137927,225346.6482668971,28.171103617420016,663973.0
137,135070.53721659986,245979.29788570825,1227049.6954031482,202967.48486655913,24.698582053845726,668381.0
138,129524.9531913271,243265.9028785078,1112257.683098671,182808.0171093126,21.654102025663562,671716.0
139,123375.1548225626,240565.11040431028,1008061.4233877572,164648.60783134546,18.984900878688862,676487.0
140,119345.52915384402,237877.3641098139,913508.8257856783,148291.25343471527,16.644719754627737,680931.0
141,119467.20240490387,235203.0921628077,827728.6132896101,133557.4718807566,14.593001901340342,684113.0
142,124402.36796861787,232542.70739496595,749924.3451780217,120286.39328917713,12.794189802944791,688954.0
143,131714.45037356325,252617.40672827075,679368.7096762378,108333.03439322866,11.217108948873713,694121.0
144,136326.27674541387,274378.9900860769,615398.112439051,97566.73970284937,9.834427562434579,697663.0
145,135379.8287987863,271194.3799131777,557407.5755817137,87869.7737192895,8.622182925800074,700580.0
146,130325.75644411583,268025.27542259387,504845.95327446726,79136.04992813694,7.559366092473825,705263.0
147,124248.43509587095,264872.25644800905,457211.4632421532,71269.98357611155,6.627557790137562,710049.0
148,119908.54965711046,261735.88154479786,414047.52849333326,64185.456414809036,5.8106092039243915,715457.0
149,119400.1269191985,258616.6881973998,374938.9199208775,57804.88267679848,5.094362107950871,720858.0
150,123617.22615436517,255515.1930404798,339508.187801791,52058.36654155729,4.466403494857041,726431.0
151,130661.73479022353,277282.6234331127,307412.3684579817,46882.94225635906,3.915850450964995,730317.0
152,135760.7499503893,300849.14962508145,278339.9512413668,42221.88890613079,3.433161548834122,733717.0
153,135590.04970990305,297143.9996792097,252008.09042864045,38024.112582132286,3.0099714885480546,738163.0
154,131058.45723197609,293458.8385826649,228160.04643329396,34243.58938758285,2.638946121978808,743216.0
155,125099.7063474769,289794.3839989409,206562.8408681414,30838.863344359765,2.3136553475195174,748315.0
156,120502.3056668441,286151.3248559307,187005.11034266333,27772.593833642408,2.0284616724810416,753090.0
157,119418.79750302433,282530.32167230506,169295.14439355506,25011.14771963755,1.7784225118758177,757953.0
158,122937.36247840352,278932.00690306077,153259.09357444238,22524.231773736406,1.559204530371003,761665.0
159,129645.31802943908,302349.00701781816,138739.3344327503,20284.56144078555,1.3670085429073262,789780.0
160,135130.88515782275,327666.5382941378,125592.97884767625,18267.562373458408,1.1985036724673868,794608.0
161,135704.76702095757,323378.52640431887,135532.20686569545,22743.603202545102,1.0507696239086566,799188.0
162,131722.5475498617,319116.41006394627,146239.12851380187,28315.459279322724,0.9212460734322828,804488.0
163,125926.44165973652,314881.0575879336,157769.91894175488,35250.892023974455,0.8076882965768525,810020.0
164,121121.2040579049,310673.29894258,170184.3470930155,43882.8075985901,0.7081282657434875,814328.0
165,119514.40401033673,306493.9262588547,183545.91828483512,54624.95091833411,0.6208405430487545,817503.0
166,122357.8996958149,302343.69437131274,197922.00633186588,67991.2950329542,0.5443123774077683,821045.0
167,128672.993156234,298223.32138068374,213383.97138304333,84619.94876484548,0.47721748761161087,825340.0
168,134447.48486838967,322818.65564334724,230007.25899844922,105302.56226170984,0.41839307704374806,829396.0
169,135727.73098584838,318347.1424395925,247871.47527962262,131020.38130501113,0.3668196816862726,834910.0
170,132317.28226554443,313908.42365993216,267060.4320825695,162988.27779534974,0.3216035021695043,841661.0
171,126725.97875410141,309503.2750309594,287662.15548863326,202708.24829682495,0.2819609136684282,847108.0
172,121760.11344511408,305132.4310615938,309768.84978855785,252033.9938532967,0.2472048851928567,851227.0
173,119679.07306815838,300796.5857797033,333476.8082572371,313248.2206485278,0.2167330729091882,854926.0
174,121873.90613490008,296496.3934888375,358886.26097304636,389154.14934669656,0.19001738114360275,860714.0
175,127751.27723793982,292232.4695429976,386101.1488845505,483182.2624052751,0.16659481015239075,867559.0
176,133721.17883154005,315972.89758872887,415228.8122737612,599512.3604825878,0.1460594320455512,874171.0
177,135662.98069638098,311360.0983084404,446379.58074256266,743209.2625052995,0.1280553558014057,880775.0
178,132841.8409444626,306786.8969062729,479666.2509006989,920367.5827624102,0.11227055945153833,886800.0
179,127495.59151621787,302253.947224882,515203.4371143866,1138256.4467231648,0.09843148254396022,891160.0
180,122414.28674829155,297761.8601580624,553106.7800513444,1405448.1562322208,0.0862982851685045,895326.0
181,119905.701607113,293311.2046070331,499677.8144256204,1262977.1653061348,0.07566069138038715,901268.0
182,121480.47924373878,288902.50844934594,451382.1146978598,1134843.836003956,0.06633434498586056,906863.0
183,126885.58369096828,284536.25951825664,407731.65130086546,1019625.6263926253,0.05815761453344015,912811.0
184,132962.44775348998,307310.24772430194,368283.83510412945,916037.165833546,0.050988792139194744,918811.0
185,135514.97917624307,302601.00757116976,332637.4655857087,822917.8108131852,0.04470363759998725,924962.0
186,133295.40995699464,297937.8510102966,300429.00622089044,739220.1716539406,0.03919322523260355,929392.0
187,128232.44855679254,293321.28548908053,271329.1673933017,663999.56805198,0.034362056123141776,933155.0
188,123079.20900108037,288751.77504052885,245039.7768615629,596404.3649210619,0.030126403070756144,938405.0
189,120187.78573159433,284229.74144073686,221290.9179592813,535667.1362145245,0.026412859542591836,943630.0
190,121172.71078400475,279755.56536993926,199838.3161588235,481096.602615848,0.023157067492385972,949197.0
191,126080.1521442171,275329.58757505735,180460.95530308143,432070.28872484056,0.020302601995034166,955128.0
192,132181.4342342728,297047.97157336876,162958.90563579183,388027.8462199232,0.017799993367135822,
193,135288.64601358783,292288.1227272927,147151.346686114,348464.99113098084,0.015605869826253864,
194,133677.32416614634,287580.321926096,132874.76904551082,312928.0055643737,0.013682205830634534,
195,128933.73253370378,282924.9119374227,119981.34008248035,281008.7567904021,0.011995663072641547,
196,123750.62791068682,278322.1929481674,108337.4196492089,252340.1893863593,0.010517012704906365,
197,120519.34852133143,273772.42389132234,97822.21282577254,226592.24901357014,0.009220628786010914,
198,120945.7525263198,269275.8237664817,88326.54770907402,203468.19931089468,0.008084044166796938,
199,125338.27776513668,264832.5729521348,79751.76717616316,182701.29624859866,0.007087561120533049,
200,131387.91158426818,285428.76077851024,72008.72442884583,164051.7870613552,0.006213909968914864,
201,134989.36623597288,307569.9733529195,65016.87295484849,147304.2035370522,0.005447949787672321,
202,133987.1263619936,302395.54866328667,58703.44231840657,132264.92195920457,0.004776406004824011,
203,129596.60704063348,297282.38479701884,53002.69191946067,118759.96437327903,0.004187640343990873,
204,124424.43196918811,292230.7659113181,47855.235536250664,106633.01806550231,0.00367144912574256,
205,120894.82009773055,287240.92730347585,43207.43009225349,95743.65220552245,0.003218886431411613,
206,120794.80486097105,282313.0571027213,39010.82266698093,85965.7125139123,0.002822109064693182,
207,124662.26081839846,277447.2979472177,35221.65030330694,77185.87657648425,0.002474240624117148,
208,130591.1708391496,298687.74139233906,31800.387654177193,69302.35404598237,0.002169252330683253,
209,134623.054072676,321492.4608448102,28711.337961311685,62223.71745526124,0.0019018585453269652,
210,134224.67064175772,315843.35741498,25922.26327044531,55867.850722494084,0.0016674251654680923,
211,130218.27942052191,310265.5193107843,23404.05016436277,50161.00366654582,0.001461889313096741,
212,125096.65984568557,304759.18455699214,21130.407639005207,45036.94197773791,0.0012816889225405069,
213,121308.98465044012,299324.53434812406,19077.594061713877,40436.1831140246,0.0011237010076246663,
214,120715.1360271501,293961.69518641615,17224.170436582674,36305.30952306563,0.000985187538356408,
215,124053.55616626996,288670.7409948094,15550.77746214179,32596.351434452605,0.0008637479891418975,
216,129799.88992219788,310406.700183181,14039.934103289996,29266.232230656635,0.000757277736167041,
217,134196.0444803422,333712.9030674466,12675.855614507347,26276.270096937908,0.000663931582942263,
218,134390.1745477311,327590.4880975515,11444.289146741587,23591.730275845563,0.0005820917818861062,
219,130796.04007685883,321550.43211095093,10332.365247683527,21181.422816976105,0.0005103399977415457,
220,125763.4824536932,315592.8887353635,9328.463726003802,19017.3412228194,0.0004474327269333778,
221,121756.93823995667,309717.94681035215,9994.114271356213,23362.587397813913,0.00039227974686868207,
222,120702.10780107323,303925.63304555806,10707.164320357082,28699.731570062144,0.00034392522169317404,
223,123512.88268868867,298215.91463941085,11470.974406695885,35254.71706870609,0.00030153113705430677,
224,129022.13272600195,292588.70185541763,12289.141148351264,43304.710728098384,0.00026436277678515234,
225,133715.11467165753,314200.89315705065,13165.513511471878,53189.59163309509,0.0002317759898108461,
226,134484.29552389125,308205.7905386977,14104.210146850477,65325.95339493869,0.00020320602660507268,
227,131327.26739736053,302298.68217182864,15109.63786252337,80224.13749019789,0.00017815775172535636,
228,126421.1314230208,296479.4113953048,16186.51129867007,98508.90491714048,0.00015619706280423909,
229,122233.99222832131,290747.7644359551,17339.873873546676,120944.44953579003,0.00013694336728205375,
230,120751.17420779893,285103.4731310576,18575.1200716216,148464.55360763226,0.00012006298649834741,
231,123040.30106448237,279546.2175925799,19898.019147337855,182208.77451179843,0.00010526337283069775,
232,128265.24966872255,274075.628811424,21314.740319947014,223565.61494409936,9.228803966030554e-05,
233,133187.32796430576,294008.5945181526,22831.87953656763,274223.64059832314,8.091211629747506e-05,
234,134508.15064082705,288197.2042011484,24456.48788193687,336231.4281629329,7.093845083104393e-05,
235,131809.5043297374,282477.707693308,26196.10171414741,412066.99025099474,6.21941933616858e-05,
236,127065.95056109775,276849.65904071915,28058.774605880797,504716.841478374,5.45278004043746e-05,
237,122735.68402907136,271312.5641408264,30053.11117012774,617764.0117921515,4.78064085444179e-05,
238,120857.88562703188,265865.88341756794,32188.30284798126,755482.9017333034,4.1913531830864345e-05,
239,122635.25488721581,260509.03442385962,34474.16573361312,922936.676994993,3.67470430016642e-05,
240,127535.8135468641,255241.39437074368,36921.18050781069,1126069.6308285194,3.2217403553946506e-05,
241,132620.05083872972,273534.8492486067,33329.284598003935,1009236.2277293414,2.8246111985414055e-05,
242,134463.40307833755,267953.9982757346,30086.70517131945,904459.88661279,2.4764343313904674e-05,
243,132240.4777054856,262467.2355136104,27159.493519743926,810509.169699743,2.1711756297136414e-05,
244,127694.35992043294,257073.857153936,24516.996060721136,726275.8589664701,1.9035447681003596e-05,
245,123257.72348868493,251773.1208721433,22131.535287581304,650763.1379155378,1.6689035352889214e-05,
246,121017.88789384847,246564.24835936588,19978.12146688501,583074.8026596433,1.4631854510463573e-05,
247,122296.69245858987,241446.42777218518,18034.192146539117,522405.4347111277,1.2828252915067961e-05,
248,126839.62308572585,236418.81610049173,16279.376813892703,468031.4672068816,1.124697301598141e-05,
249,132020.77879402423,253132.32633357166,14695.284293502054,419303.0771870068,9.860610237395213e-06,
250,134352.24867390763,247818.8652820781,13265.31070192155,375636.8385432414,8.64513803986742e-06,
251,132618.155105604,242600.08885035937,11974.46598366375,336509.07301526936,7.5794915252735574e-06,
252,128302.87209425894,237475.07385032173,10809.217240178756,301449.8398738866,6.645202368865198e-06,
253,123795.9729501851,232442.86830818263,9757.347233987186,270037.5084864923,5.826078751579309e-06,
254,121226.92633979328,227502.49377883069,8807.826604507007,241893.8616591268,5.107924745623715e-06,
255,122023.12431102879,222652.94757326943,7950.698472056701,216679.68137642168,4.478294290114499e-06,
256,126181.68277201316,217893.20490031398,7176.974233299827,194090.77223296708,3.92627549300813e-06,
257,131397.06204668697,233101.3198579401,6478.539466214734,173854.381407782,3.44230152114503e-06,
258,134177.43962826423,228082.28335608155,5848.068966622817,155725.97743725195,3.017984801010205e-06,
259,132940.76933941426,223157.0937540963,5278.950032390917,139486.35326494157,2.645971656805615e-06,
260,128888.08402183924,218324.65066541373,4765.213196551818,124939.02207389484,2.319814866620656e-06,
261,124346.42039810405,213583.8342664329,4301.46968759637,111907.87723132555,2.033861928018967e-06,
262,121480.84864856214,208933.5073424583,3882.8549648393277,100235.09029608728,1.7831570966138915e-06,
263,121812.72461627693,204372.51724642504,3504.9777397419352,89779.22345939634,1.5633554998994183e-06,
264,125566.25526844453,199899.69777223404,3163.873951014822,80413.53501555923,1.370647837875259e-06,
265,130756.41501504168,213687.50241310502,2855.9652127965473,72024.4585006183,1.201694365480525e-06,
266,133942.27403281847,208980.71125639923,2578.021301725335,64510.238002913306,1.0535670127099882e-06,
267,133206.86866267893,204365.69536028034,2327.1262907640844,57779.70385135924,9.236986393181548e-07,
268,129446.68514679442,199841.22007892042,2100.647975629529,51751.174435930305,8.098385446631964e-07,
269,124905.1542863177,195406.03992980553,1896.2102740014786,46351.47132156512,7.100134616484031e-07,
270,121775.58708493471,191058.90034339024,1711.6683086992264,41515.03609239877,6.224933587615385e-07,
271,121663.34306892642,186798.53932888803,1545.085914026241,37183.13851847455,5.457614575399552e-07,
272,124996.81555218903,182623.68905846463,1394.7153297895488,33303.16668193005,4.784879458452761e-07,
273,130106.19794853941,195082.9045902484,1258.978870356659,29827.990643635432,4.195069313821432e-07,
274,133650.59887458166,208366.70314601835,1136.4523767567234,26715.39208327099,3.677962360509898e-07,
275,133415.3699387814,203665.5987950231,1025.8502784764553,23927.55311419152,3.2245968095828574e-07,
276,129975.48953276583,199059.29878487074,926.0121084385552,21430.598166819495,2.827115550723159e-07,
277,125468.3656061545,194546.4264375034,835.8903298551616,19194.18345782833,2.478629983565179e-07,
278,122107.16056150668,190125.5982381609,754.5393473789085,17191.12912354782,2.1731006339153018e-07,
279,121572.58228216066,185795.4255541714,681.1055873721807,15397.089600805959,1.9052324858632596e-07,
280,124476.12636243578,181554.51626463368,614.8185433099044,13790.258292279354,1.6703832158240343e-07,
281,129453.52941486049,177401.4763037127,658.3692095680185,16760.201475329002,1.4644827381485774e-07,
282,133306.7632840182,189352.26186286108,705.0043570597222,20369.300927089633,1.2839626679780256e-07,
283,133565.5787666008,184997.34842621296,754.942381489623,24754.88583259275,1.125694478888425e-07,
284,130471.43254038917,180733.33027728045,808.4171327505777,30083.685813913762,9.869352835588606e-08,
285,126032.32828885145,176558.7555098047,865.6790071410481,36558.074572339356,8.652802978080102e-08,
286,122471.67328746771,172472.1730378254,926.9961165752593,44423.6152981281,7.586211641708567e-08,
287,121537.84648120916,168472.13397763987,992.6555401843065,53978.16767780729,6.651094127369587e-08,
288,124006.26782980337,164557.19294898055,1062.9646640805474,65582.86257657786,5.8312442600358585e-08,
289,128805.19221706067,160725.90929827865,1138.2526154570749,79675.30214192782,5.112453525544811e-08,
290,132915.57514445327,171447.58365949045,1218.8717976204118,96785.39924623816,4.4822648281063185e-08,
291,133657.2331531404,167436.655510901,1305.1995330097245,117554.32881542254,3.9297566009928814e-08,
292,130931.60049605112,163511.99305319937,1397.6398217410886,142757.12086774982,3.4453535289148626e-08,
