,CoSIR_Ideal,CoSIR_approx,Dynamic_Intervention_0.8,Dynamic_Intervention_0.5,Constant beta
0,0.20056005662915333,0.2,0.16000000000000003,0.1,0.44000000000000006
1,0.007993334723456504,0.1,0.16000000000000003,0.1,
2,0.0014185223707202427,0.1,0.16000000000000003,0.1,
3,0.0006028497727375829,0.1,0.16000000000000003,0.1,
4,0.0005159163593383187,0.1,0.16000000000000003,0.1,
5,0.0007813555943572671,0.1,0.16000000000000003,0.1,
6,0.001884096298588312,0.1,0.16000000000000003,0.1,
7,0.006602299307819779,0.1,0.16000000000000003,0.1,
8,0.03051654433851904,0.1,0.16000000000000003,0.1,
9,0.15307972564588262,0.2,0.16000000000000003,0.1,
10,0.46573631030033563,0.5,0.16000000000000003,0.1,
11,0.6156377406228984,0.5,0.16000000000000003,0.1,
12,0.4166502613360341,0.4,0.16000000000000003,0.1,
13,0.17290164637661368,0.2,0.16000000000000003,0.1,
14,0.08317114822355935,0.1,0.16000000000000003,0.1,
15,0.06105568637983603,0.1,0.16000000000000003,0.1,
16,0.06883222978849343,0.1,0.16000000000000003,0.1,
17,0.10919192372783126,0.1,0.16000000000000003,0.1,
18,0.20833381709256543,0.2,0.16000000000000003,0.1,
19,0.36412459676435766,0.4,0.16000000000000003,0.1,
20,0.4090702188170584,0.4,0.16000000000000003,0.1,
21,0.26513052211411003,0.30000000000000004,0.16000000000000003,0.1,
22,0.14282881433288597,0.1,0.16000000000000003,0.1,
23,0.09449033276423581,0.1,0.16000000000000003,0.1,
24,0.08790616327920095,0.1,0.16000000000000003,0.1,
25,0.11260107650652111,0.1,0.16000000000000003,0.1,
26,0.1787442159997152,0.2,0.16000000000000003,0.1,
27,0.2906238286890401,0.30000000000000004,0.16000000000000003,0.1,
28,0.3672320034437921,0.4,0.16000000000000003,0.1,
29,0.29769871323276526,0.30000000000000004,0.16000000000000003,0.1,
30,0.1822584716955481,0.2,0.16000000000000003,0.1,
31,0.11934766596054232,0.1,0.16000000000000003,0.1,
32,0.10172650847232112,0.1,0.16000000000000003,0.1,
33,0.11608542678156247,0.1,0.16000000000000003,0.1,
34,0.1653398872865063,0.2,0.16000000000000003,0.1,
35,0.2534515919395554,0.30000000000000004,0.16000000000000003,0.1,
36,0.3338930387249127,0.30000000000000004,0.16000000000000003,0.1,
37,0.3084831253082905,0.30000000000000004,0.16000000000000003,0.1,
38,0.20995102467622034,0.2,0.16000000000000003,0.1,
39,0.13962334777631258,0.1,0.16000000000000003,0.1,
40,0.11324124685514632,0.1,0.44000000000000006,0.44000000000000006,
41,0.11957182226998057,0.1,0.44000000000000006,0.44000000000000006,
42,0.15759878477146247,0.2,0.44000000000000006,0.44000000000000006,
43,0.23016704039781377,0.2,0.44000000000000006,0.44000000000000006,
44,0.3080138229551899,0.30000000000000004,0.44000000000000006,0.44000000000000006,
45,0.309947713373618,0.30000000000000004,0.44000000000000006,0.44000000000000006,
46,0.23015233615085956,0.2,0.44000000000000006,0.44000000000000006,
47,0.1570041701982506,0.2,0.44000000000000006,0.44000000000000006,
48,0.12353388500354398,0.1,0.44000000000000006,0.44000000000000006,
49,0.12313418893844993,0.1,0.44000000000000006,0.44000000000000006,
50,0.15268974485753925,0.2,0.44000000000000006,0.44000000000000006,
51,0.21388905991241733,0.2,0.44000000000000006,0.44000000000000006,
52,0.2873088274096215,0.30000000000000004,0.44000000000000006,0.44000000000000006,
53,0.3068758359788216,0.30000000000000004,0.44000000000000006,0.44000000000000006,
54,0.2451215101524009,0.2,0.44000000000000006,0.44000000000000006,
55,0.17232151344290683,0.2,0.44000000000000006,0.44000000000000006,
56,0.1331121932025786,0.1,0.44000000000000006,0.44000000000000006,
57,0.12682704151614962,0.1,0.44000000000000006,0.44000000000000006,
58,0.1494917397379463,0.1,0.44000000000000006,0.44000000000000006,
59,0.20175801970101853,0.2,0.44000000000000006,0.44000000000000006,
