,CoSIR_Ideal,CoSIR_approx,Dynamic_Intervention_0.8,Dynamic_Intervention_0.5,Constant beta,Real
276,1399531.694434186,4092265.735582678,50601.050850685904,187458.0891381702,1.0479572900029089e-05,
277,1352081.4023146103,4015458.0329990396,45732.08300759266,169089.28958621033,9.190170845348953e-06,
278,1313005.3080129873,3939672.784259132,41331.59831677525,152520.2442389746,8.059416254117307e-06,
279,1301372.4886442225,3864914.6589589906,37354.524200484746,137574.64933408232,7.067789211993061e-06,
280,1326173.3990807987,3791187.341039215,33760.12376081891,124093.46544992796,6.198171526336752e-06,
281,1377043.9656551983,3718493.5676460783,36272.58038374475,155592.81665158697,5.43555121942554e-06,
282,1422249.1253537294,3991184.718479021,38971.892378024386,195083.64569645375,4.766763380693416e-06,
283,1432155.2169502948,3913659.8140342855,41871.9373659347,244591.02186550802,4.180262904397944e-06,
284,1404337.3888321542,3837244.3177543147,44987.6207011202,306651.8062566237,3.665925189545192e-06,
285,1358111.5293533592,3761940.0058939084,48334.95112329346,384443.21359781857,3.214871361608162e-06,
286,1317366.6035476897,3687747.697734689,51931.121911636656,481943.22106071824,2.8193149988886107e-06,
287,1301794.2057008941,3614667.2976827626,55794.59792561273,604130.4563304406,2.4724277175999487e-06,
288,1321893.6743294788,3542697.836667616,59945.20894766131,757232.8777804183,2.168221295302662e-06,
289,1370223.4369106253,3471837.5127945426,64404.24976945022,949036.5223333485,1.9014442978205663e-06,
290,1417408.873905827,3721775.998166552,69194.58749201434,1189267.8330049429,1.6674914251359529e-06,
291,1432270.0077318456,3646471.6494105174,74340.77654026958,1490065.5343321997,1.4623240113260062e-06,
292,1408715.5644580524,3572348.6599038206,79869.18192404321,1866560.5666691922,1.2824003061522388e-06,
293,1364055.4436343673,3499404.0642388733,85808.11131092893,2337584.954154316,1.124614334772574e-06,
294,1321984.4394965332,3427634.0765790064,92187.95651091746,2926532.1872462817,9.862422801276333e-07,
295,1302746.824928747,3357034.13309628,99041.34500886065,3662391.936876991,8.648954624147211e-07,
296,1318191.3176003287,3287598.9333950537,106403.30221831614,4580979.364921689,7.584791039467177e-07,
297,1363608.1555710214,3219322.480894855,114311.42516910715,5726371.891838671,6.651561675646319e-07,
298,1412198.6736222692,3447082.9722749763,122806.0683808995,7152550.911769765,5.833156443560376e-07,
299,1431766.6541085278,3374758.1338424953,131930.54271606499,8925218.082772624,5.115447432387178e-07,
300,1412640.0551135894,3303659.043582638,141731.3280468585,11123709.196153352,4.48604502325752e-07,
301,1369875.8918269027,3233778.4534561583,128087.1142772281,10017982.366713766,3.934084010575435e-07,
302,1326819.262650346,3165108.4485399355,115756.23214275176,9021536.891124109,3.4500360388774487e-07,
303,1304197.5342686574,3097640.4878415293,104612.29762112927,8123692.310424485,3.025545117378468e-07,
304,1315067.5153170219,3031365.4438762576,94541.0830598379,7314789.078437663,2.653283372735765e-07,
305,1357254.0099364908,2966273.6410006816,85439.34896155223,6586095.389954869,2.3268245499296823e-07,
306,1406682.2779543437,3172744.9271973483,77213.78783979786,5929721.646806929,2.0405330775404618e-07,
307,1430660.4768423906,3103996.195177649,69780.06942921615,5338542.112341892,1.7894667823848513e-07,
308,1416087.349646231,3036491.4838493774,63061.97755285365,4806123.291407835,1.569291574101085e-07,
309,1375536.489720323,2970219.873047257,56990.629871410245,4326658.571578751,1.3762066269051386e-07,
310,1331832.1588214622,2905169.9347588196,51503.77257512214,3894908.6689198148,1.2068787669509443e-07,
311,1306112.820116916,2841329.770752764,46545.1428359135,3506147.4355794555,1.0583849326409579e-07,
312,1312518.4774383071,2778687.0488436026,42063.89252288625,3156112.60496354,9.281617145949274e-08,
313,1351210.7013084618,2717229.0378043787,38014.06730477703,2840961.0716674174,8.139611041987913e-08,
314,1400924.9407664067,2903530.3491731333,34354.135824734636,2557228.326535188,7.138116868326778e-08,
315,1428972.3401709257,2838792.900438983,31046.564141153725,2301791.6912824805,6.259846098671497e-08,
316,1419036.7922239488,2775294.233248001,28057.431088346202,2071837.02138004,5.489637379422453e-08,
317,1381001.7023508868,2713020.4500960135,25356.08062707804,1864828.5698482255,4.814194803279262e-08,
318,1336984.810878821,2651957.300331079,22914.80763157618,1678481.7278933136,4.221858385545918e-08,
319,1308458.7766131454,2592090.213504719,20708.5739002594,1510738.3806706963,3.702402780930945e-08,
320,1310536.2505094318,2533404.3313237797,18714.751485571516,1359744.6377188007,3.246860766144011e-08,
321,1345521.7867366497,2475884.538228334,16912.890716969338,1223830.7176660278,2.847368441116643e-08,
322,1394992.4567573871,2643290.063883189,15284.510543148033,1101492.7856183203,2.4970294765967307e-08,
323,1426728.5262143768,2582847.3937952784,13812.909047490988,991376.5591702802,2.1897960646595196e-08,
324,1421471.107172178,2523618.104560848,12482.992196818066,892262.5152609326,1.920364517015566e-08,
325,1386237.1254072085,2465586.0402293066,11281.119069848493,803052.5451478044,1.684083708857075e-08,
326,1342239.4297176136,2408734.8345388738,10194.961980273518,722757.9186471537,1.4768747877332373e-08,
327,1311201.13608327,2353047.9393710424,9213.38006165861,650488.4315398465,1.2951607614103504e-08,
328,1309109.0319392055,2298508.651845389,8326.305019108126,585442.6217337965,1.1358047492107557e-08,
329,1340224.4333575747,2245100.1400895687,7524.6378771207455,526898.9504705099,9.960558308799604e-09,
330,1388950.2593612017,2192805.467720383,6800.155665610183,474207.8546314854,8.735015581853944e-09,
331,1423960.70239297,2338991.1092958553,6145.4270878041125,426784.58510621154,7.660263094672494e-09,
332,1423376.6448617827,2284175.520819741,5553.736305701405,384102.7542917329,6.717747682271121e-09,
333,1391209.498296182,2230513.1117944727,5019.014061899542,345688.52316641447,5.8911989529503805e-09,
334,1347558.7744569143,2177986.097772236,4535.775431746698,311115.3650768837,5.1663484168715074e-09,
335,1314305.4483256678,2126576.6329211667,4099.063567696043,279999.3494532772,4.530683172929272e-09,
336,1308221.7561997522,2076266.8321089845,3704.3988591308057,251994.89417643775,3.973229901883886e-09,
337,1335349.6485584623,2027038.7917647415,3347.732986419758,226790.94031081253,3.4843654368834717e-09,
338,1382862.548644173,1978874.6095591525,3025.407398117113,204107.507434124,3.0556506413061164e-09,
339,1420705.5137213813,2109304.105402673,2734.1157855520964,183692.59188177914,2.6796847261996152e-09,
340,1424743.723520623,2058914.4202690476,2470.8701700250253,165319.373919336,2.3499774924394354e-09,
341,1395886.938884536,2009622.029486615,2654.29232898794,205238.78090840334,2.0608372921556023e-09,
342,1352906.0861399625,1961408.3414617819,2851.3299554089917,254790.4293073941,1.8072727753364602e-09,
343,1317737.1406627137,1914254.8041221963,3062.9936264985276,316294.69720249687,1.5849067254872506e-09,
344,1307856.5393640504,1868142.922168551,3290.3689115709963,392628.87545132695,1.3899004969114717e-09,
345,1330922.3836735133,1823054.2732404845,3534.621934581566,487359.71796694596,1.2188877491959964e-09,
346,1376791.412256537,1778970.5230382674,3797.005348891436,604906.9369503236,1.0689163349761102e-09,
347,1417004.2676129243,1895018.516381692,4078.864754753911,750744.5396076015,9.373973378044307e-10,
348,1425566.9453950117,1848976.5509343953,4381.645592260089,931648.2596720121,8.220603803781058e-10,
349,1400239.1255952101,1803967.6028809375,4706.900544893495,1155998.8582667385,7.209144316221485e-10,
350,1358245.1348717266,1759972.8021169615,5056.297491430243,1434152.7093603455,6.322134360520346e-10,
351,1321461.6057757412,1716973.3989091348,5431.628046696,1778892.7470591404,5.544261720844725e-10,
352,1307993.0753838152,1674950.7767119133,5834.816734668819,2205974.350920756,4.862098189683866e-10,
353,1326961.8385021344,1633886.464050814,6267.930840610359,2734781.7620060113,4.263867760291311e-10,
354,1370796.1115482275,1593762.1455125462,6733.190992333356,3389110.6310589053,3.73924334062735e-10,
355,1412902.385756855,1696762.1363467535,7232.982524387191,4198090.469339286,3.279168479528707e-10,
356,1425845.4446126674,1654919.342751502,7769.867682881777,5197255.82893759,2.8757010276123327e-10,
357,1404237.5376355243,1614039.9774014268,8346.598732894256,6429765.0955088325,2.52187603407287e-10,
358,1363540.2305806826,1574105.3293903,8966.132034929382,7947748.131585713,2.2115855125981775e-10,
359,1325444.2483162147,1535096.869838571,9631.643161758124,9813734.960051088,1.9394730008337945e-10,
360,1308609.007014463,1496996.2608039337,10346.54313215793,12102072.430667441,1.7008410932047395e-10,
361,1323481.772885395,1459785.3634138259,9350.325846685466,10872714.283461383,1.491570350858315e-10,
362,1364932.4206124113,1423446.2452572926,8450.028464433626,9767514.845946224,1.3080481888920265e-10,
363,1408448.8292713552,1514669.4623035975,7636.415589734512,8774075.112237819,1.1471065132657869e-10,
364,1425583.0978418048,1476825.3936767818,6901.141001974868,7881206.919844449,1.0059670308411007e-10,
365,1407855.7002732297,1439872.4862407658,6236.662052306558,7078820.085232104,8.821932884490462e-11,
366,1368756.2641042427,1403792.5348302983,5636.162300584759,6357818.98185968,7.736486130502938e-11,
367,1329650.532859624,1368567.5605292036,5093.481599513514,5710007.995585475,6.784592269194228e-11,
368,1309680.2568068784,1334179.8162639628,4603.052909262264,5128005.274235306,5.949819011207566e-11,
369,1320490.8506853636,1300611.7917681432,4159.845194768412,4605164.186097883,5.217755888863648e-11,
370,1359252.0826387827,1267846.217950893,3759.31182026575,4135501.9119040477,4.5757654921079295e-11,
371,1403695.4148347776,1348487.6531840148,3397.343911909575,3713634.6130877496,4.012765312277892e-11,
372,1424788.6720743387,1314406.2375593015,3070.2282102851796,3334718.6431937106,3.519036427717543e-11,
373,1411069.4623300643,1281143.2022505659,2774.6089806046552,2994397.2971507553,3.0860557286300195e-11,
374,1373858.779298164,1248681.1087776744,2507.4535899901034,2688752.6232099286,2.7063487849107912e-11,
375,1334046.0032322463,1217002.7739679064,2266.0213988327127,2414261.8534670724,2.3733608170580782e-11,
376,1311181.2990822988,1186091.2728275831,2047.8356471928432,2167758.0401649685,2.081343542765966e-11,
377,1317993.0505212084,1155929.9409204104,1850.658047913299,1946394.5157519497,1.825255945863016e-11,
378,1353802.381542045,1126502.376281199,1672.4658258697646,1747612.8244971621,1.6006772545972365e-11,
379,1398696.0927995746,1197672.5776351413,1511.430967864828,1569113.8020094023,1.4037306270346053e-11,
380,1423475.9141962186,1167095.9113970061,1365.9014703400376,1408831.506067627,1.2310162261728258e-11,
381,1413857.32323344,1137266.037784214,1234.3843925673862,1264909.727625025,1.0795525294636389e-11,
382,1378814.096902361,1108166.469509917,1115.5305414969139,1135680.83463732,9.467248595858249e-12,
383,1338596.3354435903,1079780.9909569768,1008.1206311702593,1019646.7234798421,8.302402479693208e-12,
384,1313085.3855976565,1052093.658890398,911.0527747328289,915461.6731827691,7.280878518915376e-12,
385,1315988.031081807,1025088.8027957816,823.3311807443289,821916.9165810101,6.385042418367824e-12,
386,1348625.8037953437,998751.0248679816,744.0559378390021,737926.759812246,5.5994295988377174e-12,
387,1393506.1583707207,1061472.3664398121,672.4137829496748,662516.0974836103,4.910478236157853e-12,
388,1421663.518601343,1034131.9931247,607.6697583977646,594809.1853503964,4.3062951470601625e-12,
389,1416200.6105852423,1007469.3056973356,549.1596722685244,534019.5455981678,3.776450480331126e-12,
390,1383589.3317231152,981468.887099971,496.283284730115,479440.8918827732,3.311797669077408e-12,
391,1343267.3424205268,956115.5980533125,448.4981504013476,430438.97224931885,2.904315535985766e-12,
392,1315364.822047726,931394.5761166735,405.31405360228666,386444.2380067843,2.54696982588254e-12,
393,1314471.6407730954,907291.2344757575,366.287979403415,346945.25566185394,2.233591775266371e-12,
394,1343759.9561528098,883791.260477769,331.01956888511944,311482.7871912961,1.9587716225922976e-12,
395,1388181.5008055193,938997.5781395514,299.1470119861788,279644.471330067,1.717765221003864e-12,
396,1419375.0198980782,997598.776692783,270.3433358086493,251060.04524050042,1.5064121413936909e-12,
397,1418083.8840810368,971666.8557096848,244.31305030313385,225397.051970095,1.321063852027555e-12,
398,1388152.6176145584,946385.6424763799,220.78911692444345,202356.98456014477,1.1585207349160514e-12,
399,1348025.0099615292,921740.0346708045,199.53020916070633,181671.82258907397,1.0159768516642683e-12,
400,1317991.0747567709,897715.2153286308,180.3182368330965,163100.92137253252,8.909715053070972e-13,
401,1313436.2149341812,874296.6510834214,193.7014884815988,200315.9150430087,7.813467619550826e-13,
402,1339237.3492156386,851470.0901776846,208.07804392475748,246015.8568392597,6.852101989583446e-13,
403,1382777.8095527894,829221.5602628806,223.52162554258194,302132.0174707151,6.009022365200841e-13,
404,1416638.641274466,880711.8530817571,240.111427259978,371033.5792579709,5.269674888140293e-13,
405,1419495.1900966621,857652.7079402806,257.9325206222853,455626.0842279511,4.621296400478298e-13,
406,1392473.2446163113,835179.1184270555,277.07629100608835,559471.5834983254,4.0526941176461423e-13,
407,1352835.540159221,813277.1730833158,297.640906201366,686935.0515018099,3.554052410380717e-13,
408,1320934.940038869,791933.2399222382,319.7318197669163,843362.4744917763,3.1167633601396513e-13,
409,1312870.974611003,771133.9636433782,343.4623117391587,1035296.9645658691,2.73327816290374e-13,
410,1335085.4301387258,750866.2626954797,368.95406946578515,1270740.2626875907,2.396976816190404e-13,
411,1377349.8267346928,731117.3262018219,396.3378115413118,1559468.0232815763,2.102053839719872e-13,
412,1413486.9935675277,776313.8999030797,425.753958042362,1913408.220869984,1.843418056960489e-13,
413,1420426.3252187793,755859.5279179967,457.3533504976759,2347092.7194918375,1.616604707508744e-13,
414,1396521.841041214,735929.9784292676,491.2980252825787,2878192.229327532,1.4176983731235349e-13,
415,1357665.390667052,716512.531438779,527.7620444012285,3528144.122819092,1.243265386907362e-13,
416,1324166.6761095608,697594.7354132129,566.9323879138819,4322880.260977158,1.0902945588322429e-13,
417,1312762.3935532586,679164.4038160606,609.0099125819964,5293657.159015338,9.561451943709332e-14,
418,1331326.7133087106,661209.6115492797,654.2103816430854,6477982.173441772,8.385015088929696e-14,
419,1371950.6569998974,643718.6913154483,702.7655709912659,7920615.097173113,7.353326508934246e-14,
420,1409956.7072078404,683355.9436676658,754.9244574306368,9674602.206836136,6.448576439460783e-14,
421,1420873.0837750807,665251.2237746965,682.235598358791,8673359.001802042,5.655146421832916e-14,
422,1400270.5805098973,647615.2478872625,616.5456734253669,7775288.043508768,4.959339685681669e-14,
423,1362481.3274369854,630436.4591028073,557.1807827395418,6969846.535321505,4.34914470525868e-14,
424,1327656.108951665,613703.5544731747,503.5319134216813,6247551.492576877,3.814027847677006e-14,
425,1313094.533793963,597405.4811283932,455.0486919335151,5599876.69443581,3.344751533621458e-14,
426,1327978.871951717,581531.4323572912,411.23373796201554,5019158.951045191,2.933214771485468e-14,
427,1366631.1329015808,566070.8436530532,371.637561937687,4498512.990310616,2.5723133121176978e-14,
428,1406087.9714278136,600805.9626907146,335.85395384443535,4031754.287985237,2.255817010067412e-14,
429,1420835.4529149807,584811.3425811218,303.51581601776803,3613329.192355869,1.9782622742484353e-14,
430,1403693.405673771,569234.0993127673,274.2913971824505,3238251.7277674633,1.7348577514262277e-14,
431,1367250.4967129158,554063.7900242523,247.8808890967052,2902046.4974333034,1.5214016143673888e-14,
432,1331372.716648029,539290.2091048417,224.01335088965928,2600697.1438135253,1.3342090268189458e-14,
433,1313849.3410024352,524903.3841229137,202.44392954027506,2330599.8631021464,1.1700485331648228e-14,
434,1325054.988172765,510893.5717465536,182.95134798391507,2088521.5081575364,1.0260862746710634e-14,
435,1361439.2627309724,497251.25366215524,165.3356350780637,1871561.8509122904,8.998370693397759e-15,
436,1401924.0065505176,527670.2064062007,149.41607413981805,1677119.6104695154,7.891215108764327e-15,
437,1420317.7672727376,513563.2555543307,135.02934900995658,1502861.8864490157,6.920283461813793e-15,
438,1406766.2719603975,499826.94893237,122.02786862469137,1346696.6685188096,6.06881481898325e-15,
439,1371940.5005033114,486451.8947803376,110.27825290745395,1206748.1223525924,5.322110504626276e-15,
440,1335285.718433751,473428.920721657,99.65996444793896,1081334.3794735519,4.667280361703118e-15,
441,1315006.9293656007,460749.0696566665,90.06407193121278,968947.5836086893,4.093020232444258e-15,
442,1322563.7860363293,448403.59567383677,81.39213263125846,868235.9693477598,3.589416817695715e-15,
443,1356419.7524131204,436383.9599827982,73.55518250476035,777987.7701626195,3.147776546284707e-15,
444,1397510.4798890275,463007.5973475494,66.47282352476024,697116.7722965688,2.760475500223737e-15,
445,1419328.8103420564,450583.6853035054,60.072398891371435,624649.3487881287,2.4208278050516605e-15,
446,1409467.4023281839,438488.14724993234,54.28824765823607,559712.8240627712,2.1229702133694863e-15,
447,1376519.497025274,426712.57113726455,49.06103112810808,501525.0342232526,1.8617608891673774e-15,
448,1339364.1359832634,415248.74605432403,44.337124107208865,449384.96150626254,1.6326906456836134e-15,
449,1316545.82244616,404088.65820370096,40.068064773363744,402664.33345857967,1.4318051045185158e-15,
450,1320509.9046001013,393224.48691258254,36.210057514234094,360800.0883233104,1.2556364322568315e-15,
451,1351613.6469418677,382648.6006817525,32.72352363536504,323287.6180141514,1.1011434761862018e-15,
452,1392894.8713037919,405938.6704909882,29.572695328851406,289674.7089849469,9.656592656905445e-16,
453,1417881.8447000755,395010.9910032766,26.72524873722713,259556.10935900878,8.468449730490143e-16,
454,1411777.5473223752,384373.64095793816,24.151972348251398,232568.65794720923,7.426495388780369e-16,
455,1380956.314705114,374019.1123919434,21.826467318714414,208386.9173294144,6.512742652412727e-16,
456,1343576.860811217,363940.0804381271,19.724876652942417,186719.259067874,5.711417652077973e-16,
457,1318443.1784258676,354129.39946393593,17.825640457691048,167304.35442580737,5.00868732843039e-16,
458,1318894.22189872,344580.09925725,16.109274762633333,149908.02873626447,4.3924206356808674e-16,
459,1347058.0356401433,335285.38126090186,14.558171637398306,134320.44185709022,3.8519791265950744e-16,
460,1388125.8051289779,355650.3077243227,13.15641855459816,120353.56100454657,3.378033303821823e-16,
461,1415994.5694987024,377244.5517348266,14.132877176313341,146545.33553460828,2.962401567273318e-16,
462,1413680.2495005513,367055.5367758655,15.18180773931065,178433.7066269123,2.59790897734923e-16,
463,1385220.5839679844,357138.4049477631,16.308589047499247,217256.0418740837,2.278263395871694e-16,
464,1347892.7167375914,347486.0792099008,17.518999114451262,264517.69934747013,1.9979468665853396e-16,
465,1320674.978615997,338091.65714308457,18.819244792291265,322049.6928117944,1.7521203601530298e-16,
466,1317714.1310209103,328948.40716507117,20.215993599597976,392078.58334864303,1.5365402392855138e-16,
467,1342785.8417371267,320049.764798371,21.71640791152354,477311.10164177476,1.3474850019649208e-16,
468,1383252.3914696919,339448.8612938069,23.328181687449533,581036.4750833804,1.1816910381499042e-16,
469,1413689.0062631879,360016.8442668768,25.05957992450845,707249.9703774445,1.0362962909476253e-16,
470,1415162.106006253,350265.7240658063,26.91948103927798,860801.7632505815,9.087908496904197e-17,
471,1389282.8896341114,340775.6999586553,28.917422394969375,1047575.9019274341,7.96973622018663e-17,
472,1352280.517035449,331539.94310860126,31.06364920755878,1274704.8166607453,6.989143370115534e-17,
473,1323216.2031716579,322551.79451397306,33.369167081637414,1550825.4994987969,6.129202234360299e-17,
474,1316963.865461178,313804.76126433077,35.84579844536632,1886384.0604712213,5.3750678788931746e-17,
475,1338825.7636280677,305292.51285187254,38.506243173914406,2293995.7347471174,4.713721883860234e-17,
476,1378323.563334491,297008.8775390646,41.364143712234295,2788867.376758242,4.13374761007822e-17,
477,1410991.3134308066,314972.10417540197,44.43415503110055,3389288.7389646666,3.625133116643166e-17,
478,1416213.0414792595,306419.9119304328,47.73201977511508,4117196.9632144948,3.1790983274700664e-17,
479,1393114.9725558609,298097.62456204894,51.274648988006525,4998815.091824509,2.787943463185606e-17,
480,1356709.1474459316,289999.18595659826,55.08020882914598,6065359.1688518645,2.4449161218944742e-17,
481,1326040.9647769,282118.69280461135,49.77673609735441,5429778.054401531,2.1440947142698764e-17,
482,1316634.763359562,274450.39111306536,44.98391541621693,4860625.974647089,1.8802862407393672e-17,
483,1335202.1540097208,266988.6727765323,40.652577966579756,4350994.37952758,1.648936646120928e-17,
484,1373387.4029150433,259728.07220749857,36.7382892142663,3894686.33118496,1.4460522041853486e-17,
485,1407931.4855743276,275411.1413751083,33.20089306332836,3486144.5810894095,1.268130575027528e-17,
486,1416826.4417790344,267916.97491296026,30.004099901060187,3120386.6384886946,1.1121003451086495e-17,
487,1396689.8017996894,260624.96867658402,27.11511430861043,2792946.2076412234,9.752680062649941e-18,
488,1361147.590378295,253529.76438233908,24.50429861794451,2499820.4145882633,8.55271458396295e-18,
489,1329122.6870351825,246626.1406185753,22.144868863650014,2237422.2873129374,7.500392331629183e-18,
490,1316715.6725919754,239909.00963078788,20.012620010409876,2002537.995194933,6.577547347814733e-18,
491,1331935.2357143518,233373.41416651223,18.085677637300535,1792288.3941241899,5.768248806172398e-18,
492,1368490.655437722,227014.52437980406,16.34427353148793,1604094.462101604,5.0585260022436e-18,
493,1404543.0252158437,240702.8639302703,14.770542889175642,1435646.2463954852,4.4361271809206816e-18,
494,1416999.4719392238,234140.8106843565,13.348341043323778,1284874.977214401,3.8903080376724284e-18,
495,1399981.95677622,227756.30698056024,12.063077837980009,1149928.0343602677,3.411646242486144e-18,
496,1365565.0705598553,221544.62156892847,10.901567950095517,1029146.482459536,2.9918787847025172e-18,
497,1332434.1463575524,215501.1453360724,9.851895623302338,921044.9171981465,2.6237593308707106e-18,
498,1317193.0390445124,209621.38836737195,8.90329242597839,824293.3896009957,2.300933133230399e-18,
499,1329040.9490810821,203900.9770678381,8.046026779539009,737701.1979111496,2.0178273293993423e-18,
